task_id,project_id,project_domain,project_status,project_budget,project_start_days_ago,assignee_id,assignee_role,assignee_experience,assignee_availability,assignee_cost_rate,assignee_recent_hours,assignee_utilization,task_type,priority,complexity_score,status,progress_percentage,estimated_effort_hours,estimated_duration_days,num_dependencies,dependency_depth,num_risks,max_risk_severity,max_risk_severity_ord,avg_risk_probability,risk_level,actual_effort_hours,actual_duration_days,is_delayed,delay_days,effort_overrun_ratio
7057,352,Healthcare,On Hold,192000,679,36,Developer,2.2,0.91,101.16,69.4,0.902,Data Migration,High,6.9,Blocked,59.3,38,1,2,1,0,None,0,0,Low,19.6,0,0,0,0
7058,352,Healthcare,On Hold,192000,679,119,Developer,2.5,0.88,100.49,30.3,0.381,Deployment,Medium,3.9,Blocked,56.1,114.5,21,0,0,0,None,0,0,Low,59.9,11,0,0,0
7059,352,Healthcare,On Hold,192000,679,82,Developer,4.3,0.76,103.31,47.2,0.512,Backend Development,Low,4.1,In Progress,21.1,200,45,1,2,0,None,0,0,Low,41.7,9,0,0,0
7060,352,Healthcare,On Hold,192000,679,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,Security Review,High,6,In Progress,56.2,189.3,48,0,0,0,None,0,0,Low,121.2,26,0,0,0
7061,352,Healthcare,On Hold,192000,679,71,Project Manager,0.5,0.97,134.17,49.1,0.68,Documentation,High,2.2,In Progress,53.7,200,44,2,2,0,None,0,0,Low,96.1,23,0,0,0
7062,352,Healthcare,On Hold,192000,679,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,Data Migration,Low,1.4,Not Started,8.3,7.2,1,1,3,0,None,0,0,Low,0.5,0,0,0,0
7063,352,Healthcare,On Hold,192000,679,56,QA Engineer,6.3,0.55,113.56,28,0.22,API Integration,Low,9,Not Started,14.2,27.5,3,3,4,1,8910,4,0.19,Critical,4.7,0,0,0,0
7064,352,Healthcare,On Hold,192000,679,87,Senior Developer,7.7,0.52,138.25,58.3,0.433,Research,Low,4.8,Not Started,8.2,93.8,8,3,2,0,None,0,0,Low,6.9,0,0,0,0
7065,352,Healthcare,On Hold,192000,679,76,Senior Developer,8.1,0.97,160.61,50.2,0.696,Bug Fixing,Medium,6.4,Not Started,12.3,8.1,2,1,2,0,None,0,0,Low,1,0,0,0,0
7066,353,E-commerce,On Hold,201000,1088,139,Project Manager,3.8,0.87,145.18,47,0.584,Database Design,Medium,7.2,Not Started,57.9,51.4,7,0,0,1,8913,2,0.89,Medium,33.2,4,0,0,0
7067,353,E-commerce,On Hold,201000,1088,96,Developer,5.2,0.58,101.75,38.4,0.318,Research,High,1.7,Blocked,8.1,6.2,1,0,0,0,None,0,0,Low,0.5,0,0,0,0
7068,353,E-commerce,On Hold,201000,1088,71,Project Manager,0.5,0.97,134.17,49.1,0.68,Security Review,Critical,3.7,Blocked,7.5,13.5,1,0,0,1,8915,1,0.87,Low,1.1,0,0,0,0
7069,353,E-commerce,On Hold,201000,1088,55,Developer,3.6,0.76,95.12,20.8,0.226,DevOps Setup,Medium,1.6,In Progress,30,14,1,2,1,0,None,0,0,Low,4.8,0,0,0,0
7070,353,E-commerce,On Hold,201000,1088,108,Senior Developer,4.5,0.97,136.78,38.8,0.538,Performance Optimization,High,6.9,Blocked,35.5,17.7,3,3,1,0,None,0,0,Low,8.1,1,0,0,0
7071,353,E-commerce,On Hold,201000,1088,80,QA Engineer,4.4,0.68,93.57,46.7,0.454,Deployment,Low,7,In Progress,57.1,14.4,2,3,2,0,None,0,0,Low,9.2,1,0,0,0
7072,353,E-commerce,On Hold,201000,1088,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,Security Review,High,7.9,In Progress,28.3,17.7,2,0,0,2,8920,3,0.55,High,5.6,0,0,0,0
7073,353,E-commerce,On Hold,201000,1088,141,Project Manager,4.7,0.61,161.93,59,0.514,Documentation,Medium,6.6,In Progress,39.6,12.4,1,1,1,1,8921,1,0.18,Low,4.3,0,0,0,0
7074,353,E-commerce,On Hold,201000,1088,145,Developer,6.6,0.73,115.93,30.5,0.318,Code Review,Medium,1.8,Not Started,27.9,127,18,3,3,0,None,0,0,Low,29.4,5,0,0,0
7075,354,IoT,In Progress,999000,704,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,API Integration,Medium,5.6,In Progress,53.5,32.2,3,0,0,0,None,0,0,Low,19.4,1,0,0,0
7076,354,IoT,In Progress,999000,704,118,Senior Developer,6.3,0.67,157.11,24.2,0.232,Backend Development,Medium,6.8,In Progress,32.9,13.5,4,0,0,0,None,0,0,Low,4.5,1,0,0,0
7077,354,IoT,In Progress,999000,704,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,DevOps Setup,Medium,3.1,Completed,100,4.8,1,0,0,0,None,0,0,Low,4.1,1,0,0,0
7078,354,IoT,In Progress,999000,704,32,Senior Developer,4.7,0.64,126.65,47.4,0.433,Documentation,Medium,9.8,In Progress,51.8,2.9,1,2,1,0,None,0,0,Low,1.9,0,0,0,0
7079,354,IoT,In Progress,999000,704,2,Senior Developer,5.7,0.58,131.62,24.5,0.203,Testing & QA,Medium,9.8,Not Started,0,6.9,1,3,2,1,8927,2,0.8,Medium,0,0,0,0,0
7080,354,IoT,In Progress,999000,704,65,Developer,5.4,0.83,109.42,32.9,0.39,Security Review,Low,3.2,Not Started,0,30.2,7,3,3,0,None,0,0,Low,0,0,0,0,0
7081,354,IoT,In Progress,999000,704,46,Developer,4.9,0.68,108.63,38.6,0.375,Deployment,Low,1.6,Blocked,27.3,72.1,8,2,4,0,None,0,0,Low,20.8,2,0,0,0
7082,354,IoT,In Progress,999000,704,55,Developer,3.6,0.76,95.12,20.8,0.226,Security Review,Low,7.3,Not Started,0,65.9,6,0,0,2,8930,2,0.4,Medium,0,0,0,0,0
7083,354,IoT,In Progress,999000,704,19,QA Engineer,3.8,0.54,104.47,62.5,0.482,Code Review,Medium,8.5,In Progress,49.2,24.8,1,3,4,0,None,0,0,Low,13.5,0,0,0,0
7084,354,IoT,In Progress,999000,704,27,Data Engineer,3.9,0.89,119.35,47.7,0.606,UI/UX Design,Medium,10,In Progress,49.9,8.8,1,1,1,1,8933,2,0.58,Medium,4.3,0,0,0,0
7085,354,IoT,In Progress,999000,704,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,Testing & QA,Medium,3.1,In Progress,75.8,89.6,25,3,2,1,8934,1,0.72,Low,56.7,18,0,0,0
7086,354,IoT,In Progress,999000,704,133,Project Manager,0.5,0.91,134,20,0.26,Bug Fixing,Medium,3.9,In Progress,72,18,6,1,3,0,None,0,0,Low,14.6,4,0,0,0
7087,354,IoT,In Progress,999000,704,86,UI/UX Designer,2.4,0.73,101.66,44.3,0.462,Performance Optimization,Low,9.5,In Progress,35.9,18.5,5,1,2,1,8936,1,0.54,Low,7.1,1,0,0,0
7088,354,IoT,In Progress,999000,704,98,Developer,4,0.98,106.85,20.1,0.281,DevOps Setup,Medium,3.3,Not Started,0,160.9,1,1,4,2,8937,3,0.78,High,0,0,0,0,0
7089,354,IoT,In Progress,999000,704,102,Developer,4.9,0.75,105.26,21,0.225,DevOps Setup,Critical,1.3,Completed,100,3.7,1,3,4,0,None,0,0,Low,4.8,1,0,0,0.297
7090,354,IoT,In Progress,999000,704,130,Senior Developer,5.2,0.81,127.54,40.9,0.473,Security Review,Critical,4.3,Blocked,19.3,129.3,22,1,5,0,None,0,0,Low,27.3,4,0,0,0
7091,354,IoT,In Progress,999000,704,128,Senior Developer,3.8,0.72,141.05,65.5,0.674,Deployment,Medium,4.7,Completed,100,200,18,3,5,0,None,0,0,Low,268.8,22,1,4,0.344
7092,354,IoT,In Progress,999000,704,7,UI/UX Designer,0.5,0.65,89.78,60.7,0.564,Documentation,Low,7.9,Not Started,0,31.4,2,2,2,2,8943,4,0.555,Critical,0,0,0,0,0
7093,354,IoT,In Progress,999000,704,81,QA Engineer,4.3,0.93,105.23,47.8,0.635,API Integration,Medium,7.7,Not Started,0,89.6,17,2,6,3,8944,3,0.673,High,0,0,0,0,0
7094,354,IoT,In Progress,999000,704,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Testing & QA,Critical,6.3,Not Started,0,7.5,1,2,5,1,8947,3,0.62,High,0,0,0,0,0
7095,354,IoT,In Progress,999000,704,60,Developer,3.9,0.58,109.67,62.7,0.52,Deployment,Medium,6.8,In Progress,20.8,3.8,1,1,2,0,None,0,0,Low,0.9,0,0,0,0
7096,354,IoT,In Progress,999000,704,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Backend Development,High,3.5,In Progress,69.8,39.2,12,0,0,0,None,0,0,Low,29.2,8,0,0,0
7097,355,Cybersecurity,In Progress,108000,624,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,DevOps Setup,High,9.6,In Progress,68.1,38.8,1,0,0,0,None,0,0,Low,31,0,0,0,0
7098,355,Cybersecurity,In Progress,108000,624,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,DevOps Setup,High,3.5,Blocked,15.3,200,18,0,0,0,None,0,0,Low,34.2,2,0,0,0
7099,355,Cybersecurity,In Progress,108000,624,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,Deployment,Medium,4.5,Not Started,0,15.6,2,1,1,0,None,0,0,Low,0,0,0,0,0
7100,355,Cybersecurity,In Progress,108000,624,105,Senior Developer,9.6,0.75,174.41,21.2,0.227,Deployment,High,3.9,In Progress,42.2,200,35,3,2,0,None,0,0,Low,108,14,0,0,0
7101,355,Cybersecurity,In Progress,108000,624,9,Project Manager,3.2,0.8,126.57,40.8,0.466,Data Migration,Critical,8.3,Not Started,0,3.3,1,0,0,0,None,0,0,Low,0,0,0,0,0
7102,355,Cybersecurity,In Progress,108000,624,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Security Review,Low,7.5,Completed,100,108.5,18,2,1,0,None,0,0,Low,130.9,22,1,4,0.206
7103,355,Cybersecurity,In Progress,108000,624,5,Developer,1.8,0.65,93.11,53.8,0.5,Deployment,High,2.6,Not Started,0,41.4,3,3,3,3,8956,4,0.597,Critical,0,0,0,0,0
7104,355,Cybersecurity,In Progress,108000,624,144,Developer,3,0.98,98.2,64.3,0.9,API Integration,Medium,4,Not Started,0,25.6,2,3,3,2,8959,3,0.79,High,0,0,0,0,0
7105,355,Cybersecurity,In Progress,108000,624,119,Developer,2.5,0.88,100.49,30.3,0.381,Testing & QA,Low,1.6,Blocked,16.4,200,17,3,4,2,8962,3,0.27,High,28.7,2,0,0,0
7106,355,Cybersecurity,In Progress,108000,624,45,Project Manager,5.9,0.62,162.49,29,0.257,Backend Development,Low,5.5,Blocked,36,148.6,33,2,2,0,None,0,0,Low,46.7,11,0,0,0
7107,355,Cybersecurity,In Progress,108000,624,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,Deployment,Medium,1.6,Not Started,0,98.3,31,3,3,1,8964,3,0.87,High,0,0,0,0,0
7108,355,Cybersecurity,In Progress,108000,624,79,Data Engineer,3.9,0.85,124.34,67.2,0.816,DevOps Setup,High,4.3,In Progress,46,20.3,5,3,4,0,None,0,0,Low,10.9,2,0,0,0
7109,355,Cybersecurity,In Progress,108000,624,66,Senior Developer,7,0.55,144.57,66,0.519,Deployment,Low,9,Not Started,0,3.3,1,1,4,0,None,0,0,Low,0,0,0,0,0
7110,355,Cybersecurity,In Progress,108000,624,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,Testing & QA,High,8.5,Blocked,23.7,37.7,4,1,2,0,None,0,0,Low,8.4,0,0,0,0
7111,355,Cybersecurity,In Progress,108000,624,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,Performance Optimization,Medium,3.8,Completed,100,111.9,13,3,5,0,None,0,0,Low,89.9,14,1,1,0
7112,355,Cybersecurity,In Progress,108000,624,91,DevOps Engineer,3.1,0.77,124.61,20.8,0.229,Code Review,High,2.8,Blocked,6.1,44.6,11,2,4,0,None,0,0,Low,2.8,0,0,0,0
7113,355,Cybersecurity,In Progress,108000,624,88,Developer,0.5,0.91,84.69,32.6,0.424,Research,Medium,5.2,Blocked,31.3,5.7,1,1,5,1,8970,1,0.25,Low,1.8,0,0,0,0
7114,355,Cybersecurity,In Progress,108000,624,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,Database Design,Medium,1.3,In Progress,31.3,4,1,2,5,2,8971,4,0.295,Critical,1.4,0,0,0,0
7115,355,Cybersecurity,In Progress,108000,624,115,Developer,5,0.64,99.4,55.9,0.511,UI/UX Design,Critical,4.5,In Progress,83.4,6.4,1,0,0,1,8973,1,0.33,Low,8.4,0,0,0,0.312
7116,355,Cybersecurity,In Progress,108000,624,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,API Integration,Medium,7.5,Blocked,18.1,10.7,1,1,2,3,8975,2,0.443,Medium,1.8,0,0,0,0
7117,356,Healthcare,Completed,1061000,813,27,Data Engineer,3.9,0.89,119.35,47.7,0.606,Security Review,Critical,3.7,Completed,100,83.3,21,0,0,0,None,0,0,Low,119.2,21,0,0,0.431
7118,356,Healthcare,Completed,1061000,813,73,QA Engineer,4.2,0.98,103.63,35.4,0.496,Database Design,High,6.1,Completed,100,5.1,1,1,1,2,8978,2,0.475,Medium,5.2,1,0,0,0.02
7119,356,Healthcare,Completed,1061000,813,115,Developer,5,0.64,99.4,55.9,0.511,Data Migration,High,8,Completed,100,8.6,1,0,0,2,8980,2,0.405,Medium,8.6,1,0,0,0
7120,356,Healthcare,Completed,1061000,813,62,Senior Developer,4.2,0.77,138.21,34.8,0.383,UI/UX Design,Critical,2.4,Completed,100,200,60,2,1,0,None,0,0,Low,186.6,78,1,18,0
7121,356,Healthcare,Completed,1061000,813,145,Developer,6.6,0.73,115.93,30.5,0.318,Backend Development,High,4.7,Completed,100,21.5,5,3,2,2,8984,2,0.48,Medium,23.1,7,1,2,0.074
7122,356,Healthcare,Completed,1061000,813,24,Developer,5.4,0.66,104.18,47.6,0.449,Testing & QA,Medium,4.4,Completed,100,200,11,0,0,0,None,0,0,Low,225.2,12,1,1,0.126
7123,356,Healthcare,Completed,1061000,813,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Code Review,Critical,1.7,Completed,100,4.3,1,1,1,2,8986,2,0.615,Medium,3.9,1,0,0,0
7124,356,Healthcare,Completed,1061000,813,63,Developer,0.5,0.86,82.55,56.6,0.695,Database Design,High,9.6,Completed,100,44.7,10,2,2,2,8988,1,0.785,Low,51.4,11,1,1,0.15
7125,356,Healthcare,Completed,1061000,813,39,Developer,2.6,0.76,99.95,21.1,0.229,DevOps Setup,High,6.2,Completed,100,98,36,0,0,0,None,0,0,Low,130.4,51,1,15,0.331
7126,356,Healthcare,Completed,1061000,813,139,Project Manager,3.8,0.87,145.18,47,0.584,Deployment,Critical,1.1,Completed,100,18.5,2,1,3,0,None,0,0,Low,18.2,1,0,0,0
7127,356,Healthcare,Completed,1061000,813,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,API Integration,High,2.7,Completed,100,39.5,4,0,0,0,None,0,0,Low,51.5,3,0,0,0.304
7128,356,Healthcare,Completed,1061000,813,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Database Design,High,9.2,Completed,100,17.5,4,2,2,0,None,0,0,Low,17.6,5,1,1,0.006
7129,356,Healthcare,Completed,1061000,813,104,Senior Developer,2.9,0.82,114.5,44.7,0.524,Code Review,Medium,2.5,Completed,100,16,2,3,3,3,8996,2,0.61,Medium,22.5,2,0,0,0.406
7130,356,Healthcare,Completed,1061000,813,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Data Migration,Medium,2,Completed,100,32.1,1,0,0,0,None,0,0,Low,27.9,1,0,0,0
7131,356,Healthcare,Completed,1061000,813,13,Project Manager,5.1,0.66,151.2,54.6,0.515,Frontend Development,High,9.5,Completed,100,2.6,1,0,0,0,None,0,0,Low,2.9,1,0,0,0.115
7132,356,Healthcare,Completed,1061000,813,84,Developer,5.8,0.95,106.1,66.9,0.908,Bug Fixing,Low,1.1,Completed,100,200,60,1,1,1,8999,1,0.44,Low,251.6,87,1,27,0.258
7133,356,Healthcare,Completed,1061000,813,117,Developer,2.9,0.69,102.71,20.8,0.205,UI/UX Design,Medium,3.5,Completed,100,105.1,20,3,4,1,9000,1,0.22,Low,98.2,27,1,7,0
7134,356,Healthcare,Completed,1061000,813,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,Code Review,Medium,1.3,Completed,100,41.9,5,3,3,0,None,0,0,Low,42,4,0,0,0.002
7135,356,Healthcare,Completed,1061000,813,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,DevOps Setup,Medium,2.8,Completed,100,34,10,1,2,0,None,0,0,Low,45.1,14,1,4,0.326
7136,356,Healthcare,Completed,1061000,813,17,Senior Developer,2.3,0.91,119.14,37.4,0.486,Bug Fixing,High,6.3,Completed,100,3.9,1,3,4,2,9003,3,0.705,High,5.9,0,0,0,0.513
7137,356,Healthcare,Completed,1061000,813,120,Developer,5.7,0.55,118.02,49.7,0.391,Research,Medium,6.9,Completed,100,93.5,4,0,0,0,None,0,0,Low,88.3,4,0,0,0
7138,356,Healthcare,Completed,1061000,813,134,Developer,0.5,0.99,91.54,66.2,0.936,Backend Development,High,9.4,Completed,100,34.9,6,0,0,0,None,0,0,Low,49.1,7,1,1,0.407
7139,356,Healthcare,Completed,1061000,813,19,QA Engineer,3.8,0.54,104.47,62.5,0.482,Deployment,Medium,4.8,Completed,100,5.8,1,2,3,0,None,0,0,Low,6.4,1,0,0,0.103
7140,356,Healthcare,Completed,1061000,813,1,Developer,4.2,0.87,104.88,47.9,0.595,Bug Fixing,High,9.3,Completed,100,99.4,18,1,2,0,None,0,0,Low,124.8,16,0,0,0.256
7141,357,Healthcare,Completed,49000,634,78,Developer,3.4,0.57,99.81,27.5,0.224,Documentation,Medium,1.2,Completed,100,90.9,8,0,0,2,9009,4,0.485,Critical,109.5,11,1,3,0.205
7142,357,Healthcare,Completed,49000,634,78,Developer,3.4,0.57,99.81,27.5,0.224,Database Design,High,8.4,Completed,100,100.5,34,0,0,0,None,0,0,Low,88.3,53,1,19,0
7143,357,Healthcare,Completed,49000,634,55,Developer,3.6,0.76,95.12,20.8,0.226,Research,Critical,4.2,Completed,100,117.9,17,1,1,0,None,0,0,Low,137.1,20,1,3,0.163
7144,357,Healthcare,Completed,49000,634,133,Project Manager,0.5,0.91,134,20,0.26,Code Review,High,9.8,Completed,100,23.9,2,3,2,0,None,0,0,Low,26.5,2,0,0,0.109
7145,357,Healthcare,Completed,49000,634,87,Senior Developer,7.7,0.52,138.25,58.3,0.433,Bug Fixing,Medium,7.1,Completed,100,29.6,3,2,2,1,9014,2,0.69,Medium,37.4,4,1,1,0.264
7146,357,Healthcare,Completed,49000,634,128,Senior Developer,3.8,0.72,141.05,65.5,0.674,Code Review,Low,8.8,Completed,100,56.5,6,2,2,0,None,0,0,Low,58.3,6,0,0,0.032
7147,357,Healthcare,Completed,49000,634,75,Developer,1.9,0.58,94.13,51.2,0.424,Code Review,High,3.7,Completed,100,22.5,1,2,3,2,9016,2,0.19,Medium,25.7,1,0,0,0.142
7148,357,Healthcare,Completed,49000,634,127,Developer,3,0.53,98.72,31.1,0.235,Security Review,High,9.3,Completed,100,31.3,8,3,4,0,None,0,0,Low,31.1,11,1,3,0
7149,357,Healthcare,Completed,49000,634,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Documentation,Low,7.1,Completed,100,17,4,2,4,0,None,0,0,Low,17.4,5,1,1,0.024
7150,357,Healthcare,Completed,49000,634,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,Security Review,Medium,2.6,Completed,100,18.3,1,1,5,3,9020,3,0.73,High,23.8,1,0,0,0.301
7151,357,Healthcare,Completed,49000,634,63,Developer,0.5,0.86,82.55,56.6,0.695,Data Migration,Low,2.6,Completed,100,34.9,6,0,0,0,None,0,0,Low,38.4,9,1,3,0.1
7152,357,Healthcare,Completed,49000,634,25,UI/UX Designer,5,0.94,111.87,26.9,0.361,Database Design,Medium,10,Completed,100,200,40,3,3,3,9025,3,0.607,High,285,40,0,0,0.425
7153,357,Healthcare,Completed,49000,634,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Database Design,Low,5.2,Completed,100,98.7,8,0,0,1,9027,1,0.26,Low,132.6,8,0,0,0.343
7154,357,Healthcare,Completed,49000,634,42,DevOps Engineer,2.9,0.8,120.29,32.3,0.369,Research,Low,7.7,Completed,100,23.8,4,0,0,1,9028,2,0.28,Medium,19.8,3,0,0,0
7155,357,Healthcare,Completed,49000,634,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,Deployment,Low,8.9,Completed,100,109.7,28,0,0,0,None,0,0,Low,140.6,29,1,1,0.282
7156,357,Healthcare,Completed,49000,634,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Performance Optimization,Critical,2,Completed,100,52.7,9,3,6,0,None,0,0,Low,76,11,1,2,0.442
7157,357,Healthcare,Completed,49000,634,104,Senior Developer,2.9,0.82,114.5,44.7,0.524,Performance Optimization,Medium,8.8,Completed,100,26.3,5,2,7,2,9031,2,0.565,Medium,37,5,0,0,0.407
7158,357,Healthcare,Completed,49000,634,38,Developer,2.4,0.56,92.11,68.7,0.55,UI/UX Design,High,3.4,Completed,100,29.8,5,1,3,2,9034,4,0.745,Critical,39.1,5,0,0,0.312
7159,357,Healthcare,Completed,49000,634,53,UI/UX Designer,1,0.96,101.63,33.7,0.462,Security Review,Medium,1.6,Completed,100,8.1,1,3,7,1,9035,2,0.49,Medium,10.2,1,0,0,0.259
7160,358,Finance,Completed,52000,1024,112,Senior Developer,4.4,0.92,121.4,61.7,0.811,Bug Fixing,High,7.8,Completed,100,51,5,0,0,0,None,0,0,Low,60.3,5,0,0,0.182
7161,358,Finance,Completed,52000,1024,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,Deployment,High,8.7,Completed,100,8.3,1,1,1,1,9037,3,0.31,High,7.8,1,0,0,0
7162,358,Finance,Completed,52000,1024,128,Senior Developer,3.8,0.72,141.05,65.5,0.674,API Integration,Low,9.1,Completed,100,20.1,3,2,2,1,9038,1,0.64,Low,22.9,4,1,1,0.139
7163,358,Finance,Completed,52000,1024,9,Project Manager,3.2,0.8,126.57,40.8,0.466,Deployment,High,3.3,Completed,100,5.8,1,1,1,0,None,0,0,Low,7.8,1,0,0,0.345
7164,358,Finance,Completed,52000,1024,132,QA Engineer,1.7,0.85,79.53,63.2,0.767,Performance Optimization,Critical,2.7,Completed,100,5.6,1,0,0,0,None,0,0,Low,7.5,1,0,0,0.339
7165,358,Finance,Completed,52000,1024,70,Senior Developer,9.6,0.6,170.04,37.9,0.325,API Integration,Medium,3.7,Completed,100,43,6,2,3,0,None,0,0,Low,60.1,6,0,0,0.398
7166,358,Finance,Completed,52000,1024,112,Senior Developer,4.4,0.92,121.4,61.7,0.811,Performance Optimization,Low,2.8,Completed,100,18.8,4,0,0,0,None,0,0,Low,27.3,4,0,0,0.452
7167,358,Finance,Completed,52000,1024,139,Project Manager,3.8,0.87,145.18,47,0.584,Documentation,High,1.7,Completed,100,4.7,1,3,4,0,None,0,0,Low,6.1,1,0,0,0.298
7168,358,Finance,Completed,52000,1024,46,Developer,4.9,0.68,108.63,38.6,0.375,Documentation,High,9.6,Completed,100,185.2,51,1,2,1,9044,2,0.72,Medium,244.6,58,1,7,0.321
7169,358,Finance,Completed,52000,1024,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Performance Optimization,Medium,4.4,Completed,100,4.3,1,3,5,1,9045,4,0.72,Critical,6,1,0,0,0.395
7170,358,Finance,Completed,52000,1024,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Research,Medium,4.8,Completed,100,137.5,43,3,2,1,9046,2,0.11,Medium,171.2,62,1,19,0.245
7171,358,Finance,Completed,52000,1024,88,Developer,0.5,0.91,84.69,32.6,0.424,Data Migration,High,1.9,Completed,100,100.4,24,1,3,0,None,0,0,Low,98.5,34,1,10,0
7172,358,Finance,Completed,52000,1024,35,Project Manager,1.2,0.61,125.35,60,0.523,UI/UX Design,Medium,1.3,Completed,100,19.2,3,3,5,0,None,0,0,Low,17.5,3,0,0,0
7173,358,Finance,Completed,52000,1024,93,Senior Developer,0.9,0.9,109.68,41,0.527,UI/UX Design,Medium,7.4,Completed,100,131.8,22,0,0,0,None,0,0,Low,196.8,21,0,0,0.493
7174,358,Finance,Completed,52000,1024,131,Senior Developer,6.6,0.54,155.72,64.1,0.494,Data Migration,Medium,7.2,Completed,100,4.3,1,3,3,0,None,0,0,Low,3.8,0,0,0,0
7175,358,Finance,Completed,52000,1024,115,Developer,5,0.64,99.4,55.9,0.511,Database Design,Medium,8.5,Completed,100,2.3,1,1,1,0,None,0,0,Low,3.2,0,0,0,0.391
7176,358,Finance,Completed,52000,1024,123,Developer,3.8,0.98,102.64,57.4,0.804,Performance Optimization,Medium,5.5,Completed,100,45.8,12,3,4,0,None,0,0,Low,39.7,17,1,5,0
7177,358,Finance,Completed,52000,1024,11,Developer,1.5,0.84,90.28,53,0.636,Performance Optimization,Medium,1.9,Completed,100,29.2,4,3,2,0,None,0,0,Low,34.2,5,1,1,0.171
7178,358,Finance,Completed,52000,1024,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,API Integration,Medium,9.6,Completed,100,48.2,10,2,3,1,9054,2,0.73,Medium,64.2,11,1,1,0.332
7179,358,Finance,Completed,52000,1024,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Deployment,Low,6.1,Completed,100,3.4,1,0,0,0,None,0,0,Low,4.1,1,0,0,0.206
7180,358,Finance,Completed,52000,1024,102,Developer,4.9,0.75,105.26,21,0.225,UI/UX Design,Critical,2.3,Completed,100,41.1,5,1,1,0,None,0,0,Low,39.5,6,1,1,0
7181,359,Mobile Banking,Completed,213000,1274,111,Project Manager,3.7,0.54,137.05,43.6,0.336,API Integration,Medium,7.4,Completed,100,17.4,1,0,0,0,None,0,0,Low,16.5,1,0,0,0
7182,359,Mobile Banking,Completed,213000,1274,39,Developer,2.6,0.76,99.95,21.1,0.229,Security Review,Medium,9,Completed,100,35.2,5,0,0,2,9058,3,0.54,High,48,7,1,2,0.364
7183,359,Mobile Banking,Completed,213000,1274,123,Developer,3.8,0.98,102.64,57.4,0.804,Testing & QA,Medium,9.2,Completed,100,3.2,1,2,1,0,None,0,0,Low,3.3,1,0,0,0.031
7184,359,Mobile Banking,Completed,213000,1274,88,Developer,0.5,0.91,84.69,32.6,0.424,DevOps Setup,Low,3.4,Completed,100,200,57,1,1,0,None,0,0,Low,291.9,72,1,15,0.459
7185,359,Mobile Banking,Completed,213000,1274,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,Code Review,Medium,7.9,Completed,100,38.5,6,3,2,3,9062,3,0.657,High,32.2,8,1,2,0
7186,359,Mobile Banking,Completed,213000,1274,7,UI/UX Designer,0.5,0.65,89.78,60.7,0.564,Deployment,High,2,Completed,100,144.8,1,0,0,2,9065,2,0.465,Medium,196.5,0,0,0,0.357
7187,359,Mobile Banking,Completed,213000,1274,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Backend Development,High,2.3,Completed,100,151.5,9,3,3,1,9067,2,0.68,Medium,166.8,11,1,2,0.101
7188,359,Mobile Banking,Completed,213000,1274,54,Project Manager,2.2,0.63,137.46,26.3,0.237,Research,High,4.8,Completed,100,94.9,15,1,3,1,9068,2,0.56,Medium,147.6,13,0,0,0.555
7189,359,Mobile Banking,Completed,213000,1274,105,Senior Developer,9.6,0.75,174.41,21.2,0.227,UI/UX Design,High,4.6,Completed,100,2.1,1,1,4,2,9069,3,0.685,High,2.3,1,0,0,0.095
